count_commentators,count_editions,count_bibentries,count_lines,html
2,1,2,0,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent""><a href=""#b_balt1965b"" class=""ref bibl"">Baldwin</a> (<i>Genetics</i>, 1965, p. 14): These chalkle Cliffes [he uses F&rsquo;s misprinted form] of Dromio are from a significant source, deriving as they do from Peele&rsquo;s <i>Farewell</i> to the counter-Armada, so not earlier than February, 1589, and probably at least a few weeks later. He refers, without quoting, to A farewell. Entituled to the famous generalls of our English forces: Sir J. Norris &amp; Syr F. Drake (<i>STC</i> 19537; in Peele, <i>Works</i>, ed. Bullen, 1888, 2:237): Have done with care, my hearts! aboard amain With stretching sails to plough the swelling waves: Bid England&rsquo;s shore and Albion&rsquo;s chalky cliffs Farewell. Baldwin (p. 228) elaborates Sh.&rsquo;s dependence on Peele by calling the two words Such a jewel and finds Thomas Lodge using them as early as 22 Sept. 1589 in <i>Scilla&rsquo;s Metamorphosis</i> (The Pithie and Most Pleasant Historie of Glaucus and Silla, line 392), he too having taken them from Peele. The phrase first appears recorded in poetry in line 180 of Thomas Blenerhasset&rsquo;s <i>A Reuelation of the True Minerua</i> (1582); it also occurs in Richard Johnson&rsquo;s <i>Musarum Plangores</i> (1591), line 80. <a href=""#s_del2"" class=""ref witness"">Delius</a> (ed. 1858) first observes chalky cliffs in <i>2H6</i> 3.2.101 (1801), usually dated 1590&ndash;1. <a href=""#b_harh1909b"" class=""ref bibl"">Hart</a> (ed. <i>2H6</i>, 1909) cites the phrase in &ldquo;The Farewell&rdquo; and in <i>The Old Wives Tale</i> (?1588&ndash;94; pr. 1595): Shakespeare is indebted to Peele here.</p>"
1,0,2,2,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent""><a href=""#b_balt1965b"" class=""ref bibl"">Baldwin</a> (<i>Genetics</i>, 1965, p. 25) finds a borrowing from <i>Err.</i> in <i>A Knack to Know a Knave</i>, played by Strange&rsquo;s men beginning on 10 June 1592: The Bailiefe here hath arested me ere I was weary against my will: he said it was vpon your suit, &amp; yet he laid his hands on me, Nay more, on my shoulder (ed. Proudfoot, 1964, D3<sup>v </sup>[Baldwin quotes <a href=""#b_hazw1874"" class=""ref bibl"">Hazlitt</a>, 1874&ndash;6, 6:547]). <i>Err.</i> has I know not at whose suite he is arested well (<a href=""#tln_1154"" class=""ref lb"">1154</a>) and the man sir, that when gentlemen are tired giues them a sob [= rest], and rests them (<a href=""#tln_1207"" class=""ref lb"">1207&ndash;8</a>).</p>"
3,2,0,1,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent""><a href=""#s_cam3a"" class=""ref witness"">Wilson</a> (ed. 1922) notes the similarity of Heart and good will you might, But surely Master not a ragge of Monie (<a href=""#tln_1373"" class=""ref lb"">1373&ndash;4</a>) to heart and good will, but neuer a ragge of money in Nashe, <i>Foure Letters Confuted</i> (1592; ed. McKerrow, 1905, 1:301): The parallel, hitherto unnoticed we believe, is remarkable and unless both writers are quoting from some common source, we must suppose that Nashe was borrowing from Shakespeare. Cf. McKerrow, <i>Nashe</i>, i. 271&ndash;2: I borrowed this sentence out of a Play. The Theater, Poets hall, hath many more such prouerbes etc. <a href=""#pw_balt1928"" class=""ref bibl_pw"">Baldwin</a> (ed. 1928) finds an earlier, if not the common, source, asserting that Nashe was copying Sh.: But there is a still earlier variant of the expression than Nashe&rsquo;s. In Thomas Lodge&rsquo;s <i>Deafe Man&rsquo;s Dialoge</i> (S.R., February 17, 1592; but if really by Lodge, written before August 26, 1591), when Lodge set sail with Cavendish on a circumnavigation of the globe, we find.&nbsp;.&nbsp;. neuer a ragge of money. Baldwin, convinced that <i>Err.</i> dates from 1589, does not really care whether Sh. invented the saying or carefully adapted it; the Lodge and Nashe passages are after 1589.</p>"
1,0,1,1,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent""><a href=""#b_turr1974"" class=""ref bibl"">Turner</a> (1974, p. 13) compares <a href=""#tln_0729"" class=""ref lb"">729&ndash;40</a> with <i>1H6</i> 1.3.7&ndash;12 (366&ndash;71), where Gloucester is refused entrance to the Tower, and then (p. 257 n.): This suggests that the composition of <i>Errors</i> precedes the chronicle play. Such an ordering makes more sense than one which assumes that Shakespeare first devised a brief knocking at the gate in <i>1 Henry VI</i> and then, when composing <i>Errors</i>, searched outside his major source, <i>The Menaechmi</i>, for an episode to serve as a model for a very similar dialogue. His chronology places these two plays as the first Sh. wrote, in about 1588&ndash;90 (p. 7).</p>"
2,1,1,2,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent""><a href=""#s_ard2"" class=""ref witness"">Foakes</a> (ed. 1962, p. xix): [There is] the apparent echo of Marlowe&rsquo;s play, <i>Edward II</i> (?1591&ndash;2) in the phrase, What, will you murder me? ([<a href=""#tln_1400"" class=""ref lb"">1400</a>]), which is spoken also by King Edward, and in the business of burning Pinch&rsquo;s beard, and quenching it in puddled mire ([<a href=""#tln_1646"" class=""ref lb"">1646</a>]). In Marlowe&rsquo;s play the King&rsquo;s face is washed in puddle-water, his beard is shaved off, and he speaks of standing in mire and puddle. (See <a href=""#b_broh1968"" class=""ref bibl"">Brooks</a> below; Foakes credits him with first noticing the echo.)</p>"
1,0,1,4,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent""><a href=""#b_broh1968"" class=""ref bibl"">Brooks</a> (1968, pp. 76 ff.), in a little-noticed essay, believes that Marlowe&rsquo;s <i>Edward II</i> is influenced by <i>R3</i>, and that <i>Err.</i> echoes Marlowe at <a href=""#tln_1400"" class=""ref lb"">1400</a> and <a href=""#tln_1643"" class=""ref lb"">1643&ndash;6</a>. (P. 78): No one doubts that <i>Edward II</i> came late in Marlowe&rsquo;s career, cut short on about 30 May 1593. His career in the drama perhaps did not continue beyond January, when <i>The Massacre at Paris</i> was ne [= new?] for Henslowe. During the rest of his life, the theatres were closed because of plague; one imagines him working at <i>Hero and Leander</i> rather than for the paralysed London stage..&nbsp;.&nbsp;. If <i>Doctor Faustus</i> also belongs to 1592.&nbsp;.&nbsp;. there is not much room for <i>Edward II</i> later than spring of that year. A date then of very late 1591 would fit the influence upon Marlowe&rsquo;s play of Shakespeare&rsquo;s tetralogy..&nbsp;.&nbsp;. [<i>79</i>] Shakespeare&rsquo;s indebtedness [at <i>Err.</i> <a href=""#tln_1400"" class=""ref lb"">1400</a>, <a href=""#tln_1643"" class=""ref lb"">1643&ndash;6</a>] provides a valuable check on the earliest date for the <i>Comedy</i>; and as there is a good though not watertight case for actually placing the <i>Comedy</i> late in 1592, it harmonises with our hypothesis of 1592 or at the end of 1591 for <i>Edward II</i>. He dates <i>R3</i> in 1591, a bit earlier than most other chronologies.</p>"
3,1,1,0,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent""><a href=""#b_gawa1926a"" class=""ref bibl"">Gaw</a> ( &ldquo;Evolution,&rdquo; 1926, p. 648): The unusually large number of parallel passages connecting the <i>Errors</i> with the <i>Two Gentlemen of Verona</i>.&nbsp;.&nbsp;. tends strongly to associate these two plays, and to separate them from <i>Love&rsquo;s Labour&rsquo;s Lost</i>. He believes that Sh. revised an earlier <i>Err.</i> and dates the revision between early 1592 and the end of that year. In a note on that page he collects the parallels found scattered in <a href=""#s_cam3a"" class=""ref witness"">Wilson</a> (ed. 1922).</p>"
1,1,0,0,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent""><a href=""#s_ard2"" class=""ref witness"">Foakes</a> (ed. 1962, pp. xxii f.): The play has particular links also with two other plays. One is <i>Love&rsquo;s Labour&rsquo;s Lost</i>, which is set at the court of the King of Navarre, and is generally thought to have been written when Henry of Navarre was engaged in civil war with the support of the English government and forces, that is, between 1591 and November 1593, when support for him was withdrawn on his becoming a Roman Catholic. This play, however, has its own dating problems, for it seems to refer to the Gray&rsquo;s Inn Revels of Christmas 1594, in which, as in the play, there appears a mock-embassy of Russians, and also shows signs of a later revision. The play which has the closest links with <i>The Comedy of Errors</i> is <i>The Two Gentlemen of Verona</i>; there are many phrases, jests, and relatively unusual words, such as hapless, timeless, overshoes, minion, peevish, ruin-&shy;[<i>xxiii</i>]ous, and peasant (used of a servant) common to the two plays, and the vexing dialogue of the clowns, Launce and Speed, has connections with, and is similar in kind to, that of the Dromios, notably in such passages as the mock-inventory of the virtues of Launce&rsquo;s mistress..&nbsp;.&nbsp;. <i>The Taming of the Shrew</i> has in common with these plays a use of doggerel couplets, and has connections with <i>The Comedy of Errors</i> both in the theme of the shrewish wife, Katherina, who is a type similar to Adriana, and in its indebtedness to George Gascoigne&rsquo;s <i>Supposes</i> (1566) for many details; Shakespeare seems to have known this play of errors and mistaken identities when he wrote his own play of errors. But dating <i>TGV</i> and <i>Shr.</i> is likewise difficult.</p>"
1,0,1,2,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent"">Edward Jacob, in his ed. of <i>Arden of Faversham</i> (1770, p. vi), remarks on the similarity between the description of Doctor Pinch and that of one Jack Fitten, who does not appear in the play but is described. Pinch is a hungry leane-fac&rsquo;d Villaine; A meere Anatomie, a Mountebanke, A thred-bare Iugler, and a Fortune-teller, A needy-hollow-ey&rsquo;d-sharpe-looking-wretch (<a href=""#tln_1714"" class=""ref lb"">1714&ndash;17</a>); Fitten is A lean-faced, writhen knave, Hawk-nosed and very hollow-eyed, With mighty furrows in his stormy brows, Long hair down his shoulders curled; His chin was bare, but on his upper lip A mutchado, which he wound about his ear (ed. Martin H. Wine, 1973, 2.47&ndash;52). Both are leane-fac&rsquo;d and hollow-ey&rsquo;d; but the dating of <i>Arden</i> is as doubtful as that of <i>Err.</i> Wine guesses 1587&ndash;92, with a half-confident assertion in limiting <i>Arden</i> to 1588&ndash;91 (p. xlv). <a href=""#b_balt1965b"" class=""ref bibl"">Baldwin</a> (<i>Genetics</i>, 1965, pp. 18&ndash;22), canvassing all the possible combinations of influence, concludes that <i>Arden</i> borrows from <i>Err.</i> But as Wine says in his note on lines <a href=""#tln_0047"" class=""ref lb"">47&ndash;52</a>, Such descriptions of villains.&nbsp;.&nbsp;. had come to fit an iconographic pattern, e.g., the description of Pilia-Borza in Marlowe&rsquo;s <i>Jew of Malta</i>, 4.2.28.</p>"
1,0,1,0,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent""><a href=""#b_sarg1897"" class=""ref bibl"">Sarrazin</a> (1897, pp. 101&ndash;2) thinks that Doctor Pinch, the only character in the whole play who bears an English name, would make Shakespeare and the English public think of Doctor (really only M.A.) John Dee (1527&ndash;1608), a famous English alchemist and exorcist who lived in very straitened circumstances. Dee returned to England in Dec. 1589 after a long residence on the Continent and could not easily have entered Shakespeare&rsquo;s observation before 1590. No one has been persuaded by Sarrazin&rsquo;s suggestion; the lack of similarity is too great.</p>"
2,0,2,2,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent""><a href=""#b_thel1817"" class=""ref bibl"">Theobald</a> (letter to Warburton, 29 Nov. 1729, in <a href=""#b_nicj0001"" class=""ref bibl"">Nichols</a>, 1817, 2:295) first suggests that S. Dromio&rsquo;s description of the kitchen wench Nell, a satirical association of her body with countries in Europe, Ireland, and Scotland (<a href=""#tln_0905"" class=""ref lb"">905&ndash;28</a>), could include a reference to the difficulty which Henri of Navarre experienced in attaining the French throne owing to his being a Protestant; he was opposed by the Catholic League, which forced him into exhausting and inconclusive warfare, chiefly in Normandy and Brittany, for several years after he was named heir to the throne following Henri III&rsquo;s assassination on 2 Aug. 1589. He eventually ascended the throne in July 1593, having converted to Roman Catholicism after his supposed bon mot, Paris is worth a Mass. In the geographical itemization, Dromio says he found France in Nell&rsquo;s forhead, arm&rsquo;d and reuerted, making warre against her heire (<a href=""#tln_0914"" class=""ref lb"">914&ndash;15</a>). Theobald asks, Is there any equivocal joke here aimd at betwixt <i>hair</i> and <i>heir</i>? You know the stir about that time in France, to exclude Navarre from the Crown; and that Queen Elizabeth sent forces in aid of his cause.</p>"
1,0,1,0,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent""><a href=""#b_chag1799"" class=""ref bibl"">Chalmers</a> (1799, pp. 275&ndash;6): In 1591, Queen Elizabeth sent Lord Essex with four thousand men, to assist [<i>276</i>] Henry IV..&nbsp;.&nbsp;. This is a remarkable fact, which fixes the allusion to 1591.</p>"
1,0,1,0,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent"">Elizabeth indeed sent forces to help Henri, the best-known expedition being led by Essex in July 1591; it caused a great stir in England at its onset, but interest dwindled away until Essex&rsquo;s final return to England in Jan. 1592 (<a href=""#b_chee1914"" class=""ref bibl"">Cheyney</a>, 1914, 1:251&ndash;76).</p>"
5,0,4,0,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent"">For many years commentators repeated the substance of <a href=""#b_thel1817"" class=""ref bibl"">Theobald</a>&rsquo;s letter and his elaboration of it in ed. 1733 (see n. <a href=""#cn_0913"" class=""ref note_cn"">913&ndash;15</a>), dating the play 1589&ndash;93, the years when Henri was the uncrowned heir. Then <a href=""#b_simr1870"" class=""ref bibl"">Simpson</a> (1870, p. 38) raised the question of just when Navarre could have been considered heir, proposing that Henri was heir between 1584, at the death of the Duke of Anjou, next in line to the throne, and 1589 when he became de facto king: During the heredity of Henry of Navarre France was reverted, or in reversion, because her crown descended to a new line on the proximate extinction of the house of Valois. She began to arm for war against her heir in April 1585, when the declaration of the League was made. She was in the thick of the war in 1587, when the League fought and lost the great battle of Coutras. In April 1589, Henry III. and Henry of Navarre met as friends in Plessis-les-Tours. This indication therefore fixes the first production of <i>The Comedy of Errors</i> in the period between April 1585 and April 1589. <a href=""#b_smaj1928"" class=""ref bibl"">Smart</a> (1928, pp. 206&ndash;7) and <a href=""#b_alep1929"" class=""ref bibl"">Alexander</a> (1929, p. 198), Smart&rsquo;s student, repeat the substance of Simpson&rsquo;s argument without acknowledging or perhaps knowing of his precedence.</p>"
1,1,0,0,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent""><a href=""#s_ard2"" class=""ref witness"">Foakes</a> (ed. 1962, pp. xx f.) warns that depending on history-book dates for the French civil war is dangerous because they ignore contemporary documents that do not limit themselves to 1589&ndash;93: In a letter of 1589, published by Henry of Navarre, and translated at once into English, he discusses events since December 1588, saying, this foure yeares space I have beene the argument of the trag&oelig;dies of France.&nbsp;.&nbsp;. the subject of civile armes. [fn.: <i>A Letter written by the King of Navarr</i> (1589; dated at the end, 4 March 1589), A3<sup>r</sup>. Compare <i>A Caveat for France</i> (1588), A2<sup>r</sup>, These three yeares and more hath <i>France</i> ben tormented with this war..&nbsp;.&nbsp;. In this text the beginning of the war is set in March 1585.] Similarly, the [<i>xxi</i>] upper limit, 1593, seems not to have been regarded at the time as marking more than a truce, and it has recently been shown that as late as 1597 writers in England were referring to the civil war as still in full swing.</p>"
0,0,0,2,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent"">Dromio&rsquo;s description of Nell (<a href=""#tln_0905"" class=""ref lb"">905&ndash;28</a>) offers other phrases for topical dating. Asking where Dromio found <i>America, the Indies</i>, S. Dromio replies, Oh sir, vpon her nose, all ore embellished with Rubies, Carbuncles, Saphires, declining their rich Aspect to the hot breath of Spaine, who sent whole Armadoes of Carrects to be ballast at her nose (<a href=""#tln_0923"" class=""ref lb"">923&ndash;6</a>).</p>"
7,5,1,0,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent""><a href=""#s_del2"" class=""ref witness"">Delius</a> (ed. 1858) takes the sensible position that this refers to the protected treasure convoys plying between America and Spain, but others, beginning with <a href=""#b_male0001"" class=""ref bibl"">Malone</a> (in <a href=""#s_v1821"" class=""ref witness"">Boswell</a>, ed. 1821), glossing <i>hot breath</i>, think the reference is to the Armada of 1588, helping to settle the <i>terminus a quo</i>; so <a href=""#s_ard1a"" class=""ref witness"">Cuningham</a> (ed. 1907, p. xvii) and <a href=""#s_cam3a"" class=""ref witness"">Wilson</a> (ed. 1922, pp. x&ndash;xi). <a href=""#pw_balt1928"" class=""ref bibl_pw"">Baldwin</a> (ed. 1928) has it both ways: The reference.&nbsp;.&nbsp;. is an echo of events following the Great Armada; hence not earlier than July, 1588. Spain is said allusively to be sending armadas of ships to America and the Indies to be loaded with riches.</p>"
4,2,2,2,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent""><a href=""#b_frie1938"" class=""ref bibl"">Fripp</a> (1938, 1:299&ndash;301): <i>Carrects</i> alludes to a specific treasure ship, the <i>Madre de Dios</i>, which had been captured and brought to Dartmouth in early Sept. 1592. <a href=""#s_hal"" class=""ref witness"">Halliwell</a> (ed. 1854) describes the ship but makes no identification for dating purposes. <a href=""#b_balt1965b"" class=""ref bibl"">Baldwin</a> (<i>Genetics</i>, 1965, pp. 15&ndash;16) denies Fripp&rsquo;s proposal on the grounds that the plural Armadoes of Carrects (<a href=""#tln_0925"" class=""ref lb"">925&ndash;6</a>) does not fit a single ship. <a href=""#s_ard2"" class=""ref witness"">Foakes</a> (ed. 1962, gloss on <a href=""#tln_0925"" class=""ref lb"">925&ndash;6</a>) is noncommittal: Shakespeare may have had the great Armada of 1588 in mind.&nbsp;.&nbsp;. or possibly the Great Carrack, the <i>Madre de Dios</i>.</p>"
5,3,2,0,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent"">A supposed identification of Sh. with pleasant <i>Willy</i>, spoken of in Spenser, &ldquo;Tears of the Muses,&rdquo; ll. 205&ndash;22 (<i>Complaints</i>, 1591; &ldquo;Tears&rdquo; may have been written in 1578&ndash;80 or in 1589&ndash;90), is accepted by those who believe the poem dates close to 1591; by those who favor a chronology of his plays, including <i>Err.</i>, beginning in the 1580s; and by those who believe that the epithets pleasant and gentle must apply, as <a href=""#s_rowe"" class=""ref witness"">Rowe</a> says, only to Sh. So <a href=""#s_mal"" class=""ref witness"">Malone</a> (ed. 1790, 1.2:174&ndash;6), <a href=""#s_knt2"" class=""ref witness"">Knight</a> (ed. 1842, 1:xxxvii), and <a href=""#b_hone1985"" class=""ref bibl"">Honigmann</a> (1985, pp. 71&ndash;6). <a href=""#s_rowe1"" class=""ref witness"">Rowe</a> (ed. 1709, 1:xi&ndash;xii), quoting Spenser: <div class=""linegroup""> <div class=""linegroup""> <tr><td width=""30""> </td><td>And he the Man, whom Nature&rsquo;s self had made</td></tr> <tr><td width=""30""> </td><td>To mock her self, and Truth to imitate</td></tr> <tr><td width=""30""> </td><td>With kindly Counter under mimick Shade,</td></tr> <tr><td width=""30""> </td><td>Our pleasant <i>Willy</i>, ah! is dead of late:</td></tr> <tr><td width=""30""> </td><td>With whom all Joy and jolly Merriment</td></tr> <tr><td width=""30""> </td><td>Is also deaded, and in Dolor drent.</td></tr> </div> <div class=""linegroup""> <tr><td width=""30""> </td><td>Instead thereof, scoffing Scurrility</td></tr> <tr><td width=""30""> </td><td>And scorning Folly with Contempt is crept,</td></tr> <tr><td width=""30""> </td><td>Rolling in Rhimes of shameless Ribaudry,</td></tr> <tr><td width=""30""> </td><td>Without Regard or due <i>Decorum</i> kept;</td></tr> <tr><td width=""30""> </td><td>Each idle Wit at will presumes to make,</td></tr> <tr><td width=""30""> </td><td>And doth the Learned&rsquo;s Task upon him take.</td></tr> </div> <div class=""linegroup""> <tr><td width=""30""> </td><td>But that same gentle Spirit, from whose Pen</td></tr> <tr><td width=""30""> </td><td>Large Streams of Honey and sweet <i>Nectar</i> flow,</td></tr> <tr><td width=""30""> </td><td>Scorning the Boldness of such base-born Men,</td></tr> <tr><td width=""30""> </td><td>Which dare their Follies forth so rashly throw;</td></tr> <tr><td width=""30""> </td><td>Doth rather choose to sit in idle Cell,</td></tr> <tr><td width=""30""> </td><td>Than so himself to Mockery to sell.</td></tr> </div> </div> Rowe goes on: I know some People have been of Opinion, that <i>Shakespear</i> is not meant by <i>Willy</i>.&nbsp;.&nbsp;. because <i>Spencer</i>&rsquo;s Death happen&rsquo;d twenty Years before <i>Shakespear</i>&rsquo;s. But, besides that the Character is not applicable to any Man of that time but himself, it is plain by the last <i>Stanza</i> that Mr. <i>Spencer</i> does not mean that he was then really Dead, but only that he had with-drawn himself from the Publick, or at least with-held his Hand from Writing, out of a disgust he had taken at the then ill taste of the Town, and the mean Condition of the Stage. Mr. <i>Dryden</i> was always of Opinion these Verses were meant of <i>Shakespear</i>; and &rsquo;tis highly probable they were so, since he was three and thirty Years old at <i>Spencer</i>&rsquo;s Death; and his Reputation in Poetry must have been great enough before that Time to have deserv&rsquo;d what is here said of him. Knight points to the trouble the players were getting into by the introduction of matters connected with religion and politics, referring to Lord Burghley&rsquo;s instruction (autumn 1589) to Lord Mayor Sir John Harte to close down the theaters in the city until the players reformed their repertories (<a href=""#b_chae1923"" class=""ref bibl"">Chambers</a>, 1923, 4:305&ndash;7).</p>"
2,0,2,0,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent""><a href=""#b_chae1930"" class=""ref bibl"">Chambers</a> (1930, 1:22): A supposed.&nbsp;.&nbsp;. allusion to him as Willy.&nbsp;.&nbsp;. is now, I think, universally rejected, a hope disappointed by <a href=""#b_hone1985"" class=""ref bibl"">Honigmann</a>&rsquo;s acceptance; see also <a href=""#b_chae1930"" class=""ref bibl"">ibid.</a> (2:186).</p>"
1,0,1,0,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent""><a href=""#b_schs1970"" class=""ref bibl"">Schoenbaum</a> (1970, p. 132): It would remain for twentieth-century scholarship to associate Willy.&nbsp;.&nbsp;. with Richard Wills or Willey, the learned author of <i>De Re Poetica</i>, who died around 1579.</p>"
1,0,1,1,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent""><a href=""#b_chag1799"" class=""ref bibl"">Chalmers</a> (1799, pp. 274&ndash;80) reviews up to 1799 the attempts to date the play, adding new evidence about trade wars in 1589&ndash;91 that might be connected to Egeon&rsquo;s being sentenced to death. (P. 278): These allusions to the rivality of trade are so particularly marked, as to relate, plainly, to the commercial transactions of that eventful period. In 1589, Queen Elizabeth seized sixty ships, belonging to the Hans Towns, which were carrying warlike stores to Spain. In 1590, the Hollanders complained of the English depradations on their trade. In 1591, there were commercial complaints between England and Denmark. In this year, the English merchant-adventurers were expelled from Staaden; but were favoured by Elbing: Here, then, are the <i>adverse towns</i> [<a href=""#tln_0019"" class=""ref lb"">19</a>], which are so emphatically mentioned by Shakspeare. Add to those applicable facts, that the Lord Admiral was commanded, in July, 1591, to arrest all <i>Hamburgh</i> ships, and [<i>279</i>] goods, for satisfaction of four hundred and sixty pounds to George Leate. These were all very striking events to a commercial city, which, when mentioned by the poet, must have been felt by the inhabitants of London: And, those facts, when coupled with the allusion to the repugnance of France to Henry IV, fix the time, when this Comedy of Errors was written, to 1591.</p>"
1,0,1,0,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent""><a href=""#b_bard1929"" class=""ref bibl"">Barton</a> (1929, p. 64) finds an allusion to a contemporary scandal involving a gold chain: Chief Baron Manwood was the central figure of a sensational case about a gold chain which made a great stir in the Star Chamber in the years 1591&ndash;1592. Hearing that his son had disposed of a gold chain to a goldsmith named Underwood, he sent for the goldsmith and terrified him into handing over the chain, which he put into his pocket and refused to give back. The goldsmith complained to the Star Chamber, with the result that the episode made a noise in Westminster Hall, of which the <i>Comedy of Errors</i> is supposed by some commentators to have contained an echo.</p>"
2,0,2,0,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent""><a href=""#b_frie1938"" class=""ref bibl"">Fripp</a> (1938, 1:318&ndash;20) quotes extensively from the <i>Acts of the Privy Council</i>, dating the termini of the incident 1590&ndash;May 1592. Both he and <a href=""#b_bard1929"" class=""ref bibl"">Barton</a> think that the lawyers and law students would have been amused by the allusion to a contemporary event; Fripp (p. 320) widens the interest to any one acquainted with judicial or court gossip. Few have followed this line of allusion, nor have I found the commentators Barton speaks of.</p>"
1,0,1,0,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent""><a href=""#b_wenk1951"" class=""ref bibl"">Wentersdorf</a> (1951, p. 167), remarking on the crudeness of the piece, refers to a document of Dec. 1590 [that] reveals that the affair began with the loan of the gold chain about two years since. Presumably the scandal was already the talk of the town in the winter of 1589&ndash;90. The words he quotes are from the <i>Acts</i>, dated 30 Nov. 1590. He dates <i>Err.</i> 1589&ndash;90.</p>"
1,1,1,2,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent""><a href=""#pw_balt1928"" class=""ref bibl_pw"">Baldwin</a> (ed. 1928, pp. xiv f.), on the basis of lines <a href=""#tln_1588"" class=""ref lb"">1588&ndash;91</a>, believes that Sh. was referring to the topography of Holywell Priory, a Benedictine nunnery near the Curtain and the Theater, where both Lord Strange&rsquo;s men and the Admiral&rsquo;s men were performing late in 1589: Thus it would appear that this allusion [<a href=""#tln_1588"" class=""ref lb"">1588&ndash;91</a>] was written for a performance at one of these buildings. If so, the whole conclusion of the play, centering as it does around the Priory, was written for this performance..&nbsp;.&nbsp;. We should [<i>xv</i>] thus on this evidence date the planning and completion of the fifth act as not earlier than November 5, 1589, when Strange&rsquo;s men apparently had to move to the Curtain from the Cross Keys Inn, nor later than November, 1590, which again confirms our date of Christmas 1589&ndash;1590. <a href=""#b_balt1931"" class=""ref bibl"">Idem</a> (1931, pp. 129 f.) goes on to say that Sh. witnessed the hanging of a seminary priest, William Hartley, on 5 Oct. 1588, from a gallows erected at Holywell, near the Theater, and based Egeon on Hartley. Furthermore, Solinus bears some traits of Sheriff Hugh Offley, who presided at the execution: In life, we have two men opposed, Sheriff Hugh Offley, and the priest William Hartley.&nbsp;.&nbsp;. as in the picture we have Duke Solinus, and Aegeon. Duke Solinus of Ephesus was engaged in a mercantile warfare. Likewise, Master Sheriff Offley, a merchant of London, was accustomed to act the prince [he played Prince Arthur in archery shows in the late 1580s], was at the time considered a London champion against Spain, and was prominently engaged in a mercantile warfare which had grown out of the struggle with that country. Aegeon was a hapless victim of the mercantile warfare, with whom Solinus sympathized, but whom he could not alter the law to save. As a merchant of souls (a frequent figure with priests generally), Hartley was the hapless victim of the warfare, both mercantile and religious, with Spain. Him too Offley pitied; but could [<i>130</i>] not alter the law to save. In age and dignified bearing, the two sets of characters are alike.</p>"
2,0,2,0,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent""><a href=""#b_mcmj1950"" class=""ref bibl"">McManaway</a> (1950, p. 24) rejects <a href=""#b_balt1931"" class=""ref bibl"">Baldwin</a>&rsquo;s (1931) belief that Sh. utilized his impressions of Hartley&rsquo;s hanging (see above) for the Egeon story to compose the play in 1589. It seems to me entirely possible that Shakespeare could have recalled the circumstances of Hartley&rsquo;s death as late as 1592 or 1593, and I find it difficult to believe that the gentlemen of Gray&rsquo;s Inn would have entertained their guests on a grand night in 1594 with a play staled by five years on the public stage. Staled by five years on the public stage is a little misleading, since the playhouses were closed between 23 June 1592 and about May 1594 because of the plague. McManaway incorrectly dates the second recorded performance 1598 rather than 1604; he is probably thinking of Meres&rsquo;s list (see ).</p>"
1,0,1,0,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent""><a href=""#b_axtm1977"" class=""ref bibl"">Axton</a> (1977, pp. 80 ff.) suggests that <i>Err.</i> formed one of a series of political advice plays peculiar to Inns of Court, and that <i>Err.</i> was perhaps written specifically for the 1594 Gray&rsquo;s Inn revels. The topic to be addressed was the need to unify Scotland and England, something Elizabeth resisted: The revels of 1594/5 and Shakespeare&rsquo;s <i>Comedy of Errors</i> manifest their authors&rsquo; [plural because she includes the <i>Gesta</i>] awareness of the specific political implications of such general moral and religious language, i.e., Eph. 2:12&ndash;16, which speaks about unifying Gentile and Jew in Christ.</p>"
